title,title_english,type,source,episodes,status
Shin Maple Town Monogatari: Palm Town-hen,Palm Town,TV,Unknown,44,Finished Airing
Durarara!!x2 Ten,Durarara!! x2 Ten,TV,Light novel,12,Finished Airing
Miyakawa-ke no Kuufuku,,ONA,Manga,10,Finished Airing
Kremlin,,ONA,Manga,5,Finished Airing
Shoujo Auction,Virgin Auction,OVA,Original,2,Finished Airing
D-Fang!: Water!!,,OVA,Manga,1,Finished Airing
Gunslinger Stratos,,ONA,Game,1,Finished Airing
Seishun Anime Zenshuu Specials,Animated Classics of Japanese Literature,Special,Novel,2,Finished Airing
DD Hokuto no Ken 2 Ichigo Aji+,DD Fist of the North Star 2: Strawberry Flavor Plus,TV,Manga,12,Finished Airing
Futatsu no Sekai,Two Worlds,Movie,Book,1,Finished Airing
Time Bokan Series: Yatterman,,TV,Unknown,108,Finished Airing
Saru Kani Gassen (Yokoku),,ONA,Other,1,Finished Airing
Pokemon: Pikachu no Natsuyasumi,Pokemon: Pikachu&#039;s Summer Vacation,Movie,Game,1,Finished Airing
It&#039;s a Rumic World: 50th Anniversary Weekly★Shonen Sunday,,Special,Unknown,1,Finished Airing
Hinomaru Hatanosuke: Bakemonoyashiki no Maki,Hatanosuke and the Haunted House,Movie,Original,1,Finished Airing
Noisy Birth,,Music,Unknown,1,Finished Airing
Yaruki Manman,,OVA,Unknown,3,Finished Airing
Boku to Misaki-sensei,,OVA,Original,1,Finished Airing
Enoshimans,,ONA,Original,10,Finished Airing
Monkey Punch: Manga Katsudou Daishashin,,TV,Unknown,12,Finished Airing
After... The Animation,,OVA,Visual novel,2,Finished Airing
Kaze no Tani no Nausicaä,Nausicaä of the Valley of the Wind,Movie,Manga,1,Finished Airing
Sky Girls OVA,,OVA,Unknown,1,Finished Airing
Feng Ji Yun Nu,,OVA,Unknown,1,Finished Airing
Parasol Life,,Music,Music,1,Finished Airing
Ikusa Otome Valkyrie Specials,,Special,Visual novel,2,Finished Airing
Hana no Mahoutsukai Mary Bell,,TV,Original,50,Finished Airing
Koi☆Sento,Coicent,OVA,Original,1,Finished Airing
Shin Gakkou no Yuurei,,OVA,Original,1,Finished Airing
Space Cobra Pilot,,Special,Unknown,1,Finished Airing
Injuu Nerawareta Hanayome,Bride of Darkness,OVA,Unknown,2,Finished Airing
Inferno Cop: Fact Files,Inferno Cop: Fact Files,ONA,Original,12,Finished Airing
Merc Storia,,TV,Game,0,Not yet aired
Honoo no Haramase Tenkousei,,OVA,Visual novel,3,Finished Airing
Honoo no Tenkousei,,OVA,Manga,2,Finished Airing
Boku wa Imouto ni Koi wo Suru,,OVA,Manga,1,Finished Airing
Zero Sum Game: Sex Crime,Zero Sum Game,OVA,Manga,1,Finished Airing
Shikabane Hime: Aka,Corpse Princess: Aka,TV,Manga,13,Finished Airing
Super Robot Taisen OG The Animation,Super Robot Wars Original Generation: The Animation,OVA,Game,3,Finished Airing
Salaryman Kintarou,,TV,Manga,20,Finished Airing
Lupin III: Part III,,TV,Unknown,50,Finished Airing
Gakuen Utopia Manabi Straight! Special,,Special,Original,1,Finished Airing
Black★Rock Shooter (TV),Black Rock Shooter,TV,Other,8,Finished Airing
Thermae Romae x TOTO Collaboration,,Special,Unknown,1,Finished Airing
Bi-Indoushi Miija: Injoku no Gakuen,Mija Beautifull Demon,OVA,Unknown,2,Finished Airing
Houseki no Kuni (TV),Land of the Lustrous,TV,Manga,12,Finished Airing
Saru Getchu: On Air,Ape Escape,TV,Game,26,Finished Airing
Myself; Yourself,Myself; Yourself,TV,Visual novel,13,Finished Airing
Tongari Boushi no Memole: Marielle no Housekibako,,OVA,Unknown,1,Finished Airing
Shimai Ijiri,Slave Sisters,OVA,Unknown,2,Finished Airing
Boku wa Sonzai Shiteinakatta,,Music,Music,1,Finished Airing
Cutey Honey,,TV,Manga,25,Finished Airing
"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode",,Special,Original,1,Finished Airing
Shin Shounan Bakusouzoku Arakure Knight,,OVA,Manga,2,Finished Airing
Why Re-Mix 2002,,Movie,Original,1,Finished Airing
Perrine Monogatari Movie,,Movie,Unknown,1,Finished Airing
Shelter,Shelter,Music,Music,1,Finished Airing
Code:Realize - Sousei no Himegimi,Code:Realize ~Guardian of Rebirth~,TV,Visual novel,12,Finished Airing
Hayate no Gotoku! Heaven Is a Place on Earth,Hayate the Combat Butler! Movie,Movie,Manga,1,Finished Airing
Chameleon (OVA),Bite me!,OVA,Manga,6,Finished Airing
Kininaru Kimochi,,OVA,Manga,4,Finished Airing
Taiyou no Hou: El Cantare e no Michi,The Laws of the Sun,Movie,Unknown,1,Finished Airing
Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,,Special,Manga,1,Finished Airing
Kyojin no Hoshi: Ike Ike Hyuuma,,Movie,Unknown,1,Finished Airing
Cyborg 009: Call of Justice 1,,Movie,Manga,1,Finished Airing
Appleseed XIII Remix Movie 1: Yuigon,,Movie,Unknown,1,Finished Airing
K: Seven Stories Movie 5 - Memory of Red - Burn,,Movie,Manga,1,Not yet aired
Bikyaku Seido Kaichou Ai,,OVA,Visual novel,1,Finished Airing
Lupin the IIIrd: Chikemuri no Ishikawa Goemon,,Movie,Manga,1,Finished Airing
Norakuro Nitouhei,,Movie,Manga,1,Finished Airing
Pink Mizu Dorobou Ame Dorobou,Pink: Water Thieves Rain Thieves,Movie,Manga,1,Finished Airing
Steamboy,Steamboy,Movie,Original,1,Finished Airing
Aimai Elegy,,Music,Unknown,1,Finished Airing
Tonagura!,,TV,Manga,13,Finished Airing
Ange Vierge,,TV,Card game,12,Finished Airing
Kowaku no Toki,,OVA,Visual novel,4,Finished Airing
Yume,,Movie,Original,1,Finished Airing
Sansha Sanyou,"Three Leaves, Three Colors",TV,4-koma manga,12,Finished Airing
Acerola-chan,,ONA,Original,3,Finished Airing
Shiawase no Tokei,,Music,Music,1,Finished Airing
Mazinkaiser SKL,,OVA,Unknown,3,Finished Airing
Itsuka Tenma no Kuro Usagi Special,,Special,Light novel,1,Finished Airing
Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,,TV,Original,9,Finished Airing
"Hetalia Axis Powers Movie: Paint it, White","Hetalia Axis Powers: Paint it, White!",Movie,Web manga,1,Finished Airing
Yu☆Gi☆Oh! VRAINS,Yu-Gi-Oh! VRAINS,TV,Manga,0,Currently Airing
Myself ; Yourself Specials,,Special,Visual novel,2,Finished Airing
Chihayafuru 2: Waga Mi Yo ni Furu Nagame Seshi Ma ni,,OVA,Manga,1,Finished Airing
Ano Ko to Ii Koto,,OVA,Manga,2,Finished Airing
Bayonetta: Bloody Fate,Bayonetta: Bloody Fate,Movie,Game,1,Finished Airing
Muumin,,TV,Book,65,Finished Airing
Log Horizon Recap,,Special,Light novel,1,Finished Airing
Pia Carrot e Youkoso!!,Welcome to Pia Carrot,OVA,Unknown,3,Finished Airing
Hi Gekiga Ukiyoe Senya Ichiya,,Movie,Unknown,1,Finished Airing
R-15,,TV,Light novel,12,Finished Airing
Dragon Ball Z: Summer Vacation Special,,Special,Manga,1,Finished Airing
Custom Reido,Custom Slave,OVA,Visual novel,1,Finished Airing
Tsurikichi Sanpei,,TV,Manga,109,Finished Airing
Makiba no Shoujo Katri,"Katri, Girl of the Meadows",TV,Novel,49,Finished Airing
Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,We Without Wings – Under the Innocent Sky,TV,Visual novel,12,Finished Airing
Kujakuou: Sengoku Tensei,Kujakuou Sengokutensei,ONA,Unknown,1,Finished Airing
Otoko no Ko Ojousama,,OVA,Original,1,Finished Airing
Kikansha Sensei,,Movie,Novel,1,Finished Airing
Nendo no Tatakai 2,,ONA,Unknown,1,Finished Airing
Dragon Ball Movie 1: Shen Long no Densetsu,Dragon Ball Movie 1: Curse of the Blood Rubies,Movie,Manga,1,Finished Airing
Uta Kata,Utakata,TV,Original,12,Finished Airing
Magical★Taruruuto-kun: Sukisuki Takoyaki!,,Movie,Unknown,1,Finished Airing
Ai Shimai 2: Futari no Kajitsu,Immoral Sisters 2,OVA,Visual novel,2,Finished Airing
Tonde Mon Pe,,TV,Unknown,42,Finished Airing
Yoroshiku Mechadock,What&#039;s Up Mechadoc,TV,Manga,30,Finished Airing
Magical Twilight,Magical Twilight,OVA,Unknown,3,Finished Airing
Mao Yu Tao Hua Yuan,Cats and Peachtopia,Movie,Original,1,Finished Airing
Hininden: Gauss,,OVA,Original,1,Finished Airing
I&#039;&#039;s Pure Bonus,I&#039;&#039;s Pure Bonus,Special,Manga,5,Finished Airing
Durarara!! Specials,Durarara!! Specials,Special,Light novel,2,Finished Airing
Terra e... (TV),,TV,Manga,24,Finished Airing
Menghuan Xiyou 2,,ONA,Game,13,Finished Airing
Akuma no Riddle,Riddle Story of Devil,TV,Manga,12,Finished Airing
Kikou Souseiki Mospeada,Genesis Climber Mospeada,TV,Original,25,Finished Airing
Master of Torque: Epilogue,Master of Torque: Epilogue,ONA,Original,1,Finished Airing
Kanimanji Engi,Crab Temple Omen,Movie,Other,1,Finished Airing
Narutaru: Mukuro Naru Hoshi Tama Taru Ko,Shadow Star Narutaru,TV,Manga,13,Finished Airing
Infini-T Force Movie: Gatchaman - Saraba Tomo yo,,Movie,Manga,1,Finished Airing
Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,,OVA,Manga,1,Finished Airing
Danchi Tomoo,,TV,Unknown,78,Finished Airing
Green Dakara x Bakemono no Ko,,ONA,Unknown,2,Finished Airing
Urahara,Urahara,TV,Web manga,12,Finished Airing
Tetopettenson,,Music,Music,1,Finished Airing
Reijoku no Yakata,House of 5 Lusts,OVA,Visual novel,2,Finished Airing
Mameshi-Pamyu-Pamyu,,Special,Original,9,Finished Airing
Dibetagurashi: Ahiru no Seikatsu - Ahiru no Sumu Shima,,ONA,Web manga,1,Finished Airing
Ribbon,,Music,Music,1,Finished Airing
Kurage no Shokudou,,OVA,Light novel,1,Finished Airing
Hiiro no Kakera,Hiiro no Kakera: The Tamayori Princess Saga,TV,Visual novel,13,Finished Airing
Oniisama e...,"Brother, Dear Brother",TV,Manga,39,Finished Airing
Glass no Kamen Desu ga,,TV,Unknown,3,Finished Airing
Lupin Shanshei Pilot,,Special,Unknown,1,Finished Airing
Kamen Rider Den-O: Imagin Anime 2,,OVA,Unknown,12,Finished Airing
"""0""",,Music,Unknown,1,Finished Airing
Utsukushii Hoshi,Beautiful Planet,Movie,Unknown,1,Finished Airing
Binetsu Hime: Zange no Shou,,OVA,Manga,1,Finished Airing
Afro Samurai Pilot,,Special,Original,1,Finished Airing
Mahou no Princess Minky Momo: Yume no Naka no Rondo,Magical Princess Minky Momo: La Ronde in my Dream,OVA,Unknown,1,Finished Airing
Choujin Locke: Mirror Ring,Locke the Superman: Mirror Ring,OVA,Manga,1,Finished Airing
Sakura Nagashi,,Music,Original,1,Finished Airing
Ero Semi: Ecchi ni Yaruki ni ABC - The Animation,,OVA,Visual novel,1,Finished Airing
Shining☆Romance,,Music,Visual novel,1,Finished Airing
Nintama Rantarou no Shouboutai,,OVA,Unknown,1,Finished Airing
Mahou Shoujo Pretty Sammy (1996),Magical Project S,TV,Unknown,26,Finished Airing
Evil or Live Recap,,Special,Web manga,1,Finished Airing
Doraemon Movie 04: Nobita no Kaitei Kiganjou,Doraemon the Movie: Nobita and the Castle of the Undersea Devil,Movie,Unknown,1,Finished Airing
Arc the Lad,,TV,Game,26,Finished Airing
Saint Beast: Seijuu Kourin-hen,,TV,Unknown,6,Finished Airing
Bungou Stray Dogs: Dead Apple,,Movie,Manga,1,Finished Airing
Seton Doubutsuki,Seton Animal Chronicles,TV,Unknown,45,Finished Airing
Francesca,Hungry Zombie Francesca,TV,Original,24,Finished Airing
Shiiku x Kanojo: Tenshi no Kousoku-hen,,OVA,Visual novel,4,Finished Airing
Sengoku Majin Goushougun: Toki no Etranger,Time Stranger,Movie,Unknown,1,Finished Airing
Ano Hi no Kanojo-tachi,,ONA,Music,0,Currently Airing
The Baby Birds of Norman McLaren,,Movie,Unknown,1,Finished Airing
Momoiro Bouenkyou Anime Edition,,OVA,Manga,1,Finished Airing
Gintama x Mameshiba,,Special,Manga,6,Finished Airing
Strange+ Special,,Special,Manga,1,Finished Airing
Hayabusa: Back to the Earth,,Movie,Unknown,1,Finished Airing
Akame ga Kill! Recap,,Special,Manga,1,Finished Airing
Microid S,,TV,Unknown,26,Finished Airing
Kamiusagi Rope,Paper Rabbit Rope,Movie,Original,14,Finished Airing
Bishoujo Mobage: Mobami-chan,,ONA,Game,1,Finished Airing
Ai City,Love City,Movie,Original,1,Finished Airing
Detective Conan Movie 08: Time Travel of the Silver Sky,,Special,Unknown,1,Finished Airing
Majimoji Rurumo,Magimoji Rurumo,TV,Manga,12,Finished Airing
Aoki Densetsu Shoot!,Blue Legend Shoot!,TV,Unknown,58,Finished Airing
SF Saiyuuki Starzinger,Spaceketeers,TV,Original,73,Finished Airing
Robotics;Notes,Robotics;Notes,TV,Visual novel,22,Finished Airing
Nanami-chan 3rd Series,,TV,Unknown,16,Finished Airing
dwarf Movie Lab,,ONA,Other,13,Finished Airing
Kino no Tabi: The Beautiful World - Tou no Kuni,Kino&#039;s Journey: Tower Country,Special,Light novel,1,Finished Airing
Himeyuri,,Movie,Original,1,Finished Airing
Shounen Ashibe 2,,TV,4-koma manga,25,Finished Airing
Planet With,,TV,Original,0,Not yet aired
Haitai Nanafa 2nd Season,,TV,Original,13,Finished Airing
Bouken Shounen Shadar,Adventure Boy Shadar,TV,Unknown,156,Finished Airing
Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso,Sound! Euphonium: The Movie - Welcome to the Kitauji High School Concert Band,Movie,Novel,1,Finished Airing
Watashi no Ashinaga Ojisan,My Daddy Long Legs,TV,Novel,40,Finished Airing
Mahou Shoujo Pretty Sammy,Magical Girl Pretty Sammy,OVA,Original,3,Finished Airing
Anime Document: München e no Michi,,TV,Unknown,16,Finished Airing
Kangoku Senkan,,OVA,Visual novel,4,Finished Airing
Captain Earth,Captain Earth,TV,Original,25,Finished Airing
Committed RED,,Music,Music,1,Finished Airing
Sukitte Ii na yo.: Dareka ga,,OVA,Manga,1,Finished Airing
Mizuki Shigeru no Toono Monogatari,,Movie,Unknown,1,Finished Airing
Xi Yang Yang Yu Hui Tai Lang: Zhi Hu Hu Sheng Wei,Pleasant Goat and Big Big Wolf: The Tiger Prowess,Movie,Other,1,Finished Airing
Genki Genki Non-tan: Deka Deka Arigatou,,OVA,Unknown,1,Finished Airing
Saki Biyori Animation,,OVA,4-koma manga,1,Finished Airing
Kiddy Grade: Ignition,,Movie,Original,1,Finished Airing
Rurouni Kenshin DVD-BOX Special Ending,Samurai X DVD-BOX Special Ending,Special,Manga,1,Finished Airing
Wakaba*Girl: Onsen Tsukaritai,Wakaba Girl Special,Special,4-koma manga,1,Finished Airing
Ryuusei Tenshi Primaveil,,OVA,Visual novel,1,Finished Airing
.hack//Gift,.hack//Gift,OVA,Original,1,Finished Airing
Suteki Tantei Labyrinth,Fantastic Detective Labyrinth,TV,Manga,25,Finished Airing
Hikaru no Gen-chan,,Music,Original,1,Finished Airing
Mahou Shoujo Isuka,,OVA,Visual novel,3,Finished Airing
Charlotte,Charlotte,TV,Original,13,Finished Airing
Sugar Bunnies Chocolate! Specials,,Special,Original,2,Finished Airing
Fullmetal Alchemist: Brotherhood Specials,Fullmetal Alchemist: Brotherhood OVA Collection,Special,Manga,4,Finished Airing
Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,Doraemon the Movie 2017: Great Adventure in the Antarctic Kachi Kochi,Movie,Manga,1,Finished Airing
Summer Train!,,Special,Unknown,1,Finished Airing
Wansa-kun,Little Wansa,TV,Manga,26,Finished Airing
Natsumushi The Animation,,OVA,Manga,2,Finished Airing
Sekai Monoshiri Ryoko,,TV,Unknown,1006,Finished Airing
Towa no Quon 3: Mugen no Renza,Towanoquon: The Complicity of Dreams,Movie,Original,1,Finished Airing
Aria The Origination Picture Drama,Aria The Origination Picture Drama,Special,Unknown,7,Finished Airing
Doraemon: 2112-nen Doraemon Tanjou,,Movie,Unknown,1,Finished Airing
Mottainai,,Special,Original,1,Finished Airing
3Ping Lovers!☆Ippu Nisai no Sekai e Youkoso♪ The Animation,,OVA,Visual novel,1,Finished Airing
Play Ball 2nd,Play Ball 2nd,TV,Unknown,13,Finished Airing
Tottoko Hamtarou no Tottoko Daijida!! Bousai Kunren,,OVA,Manga,1,Finished Airing
Shikatte Ingo: Misaki Shunin no Buka Kyouiku-hen,Scold with Dirty Words,OVA,Original,1,Finished Airing
Binan Koukou Chikyuu Boueibu LOVE! LOVE! LOVE!,Cute High Earth Defense Club LOVE! LOVE! LOVE!,OVA,Original,1,Finished Airing
K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,,Movie,Manga,1,Not yet aired
Mobile Suit Gundam 0083: Stardust Memory,Mobile Suit Gundam 0083: Stardust Memory,OVA,Original,13,Finished Airing
Spirit of Wonder: Shounen Kagaku Club,,OVA,Unknown,2,Finished Airing
Yuru Yuri Nachuyachumi!,,OVA,Manga,1,Finished Airing
Satsujinkyou Jidai,Au Fou!,Movie,Unknown,1,Finished Airing
Wake Up! Dodo,Wake Up! Dodo,Music,Unknown,1,Finished Airing
Youtai Nuhai Zai Shanghai,A Jewish Girl in Shanghai,Movie,Manga,1,Finished Airing
Instant Music,Instant Music,Music,Unknown,1,Finished Airing
Four Seasons: Fuuka to Nanami,Four Seasons: Fuuka and Nanami,ONA,Unknown,1,Finished Airing
Tsubasa: Shunraiki,Tsubasa RESERVoir CHRoNiCLE: Spring Thunder Chronicle,OVA,Unknown,2,Finished Airing
Michi,,Movie,Original,4,Finished Airing
Sin: The Movie,,OVA,Game,1,Finished Airing
Usagi-chan de Cue!!,,OVA,Unknown,3,Finished Airing
Mahoutsukai Tai! OVA,Magic User&#039;s Club OVA,OVA,Original,6,Finished Airing
Ani x Para,Animation x Paralympic,Special,Original,2,Finished Airing
Yariman Fudousan,,OVA,Manga,2,Finished Airing
Tom Sawyer no Bouken,The Adventures of Tom Sawyer,TV,Book,49,Finished Airing
Words Worth Gaiden,,OVA,Visual novel,2,Finished Airing
Guitar Shoujo!,,Special,Unknown,1,Finished Airing
Mu Di,,Movie,Unknown,1,Finished Airing
Jam the Housnail,Jam the Housnail,TV,Unknown,15,Finished Airing
Fumikiri Jikan,Crossing Time,TV,Manga,0,Currently Airing
Hikari no Megami,Goddess of Light,Special,Game,1,Finished Airing
Shin Choubakumatsu Shounen Seiki Takamaru,,OVA,Unknown,6,Finished Airing
Zuo Ri Qing Kong,Crystal Sky of Yesterday,Movie,Manga,1,Not yet aired
Gunparade March: Arata Naru Kougunka,Gunparade March: A New Song for the March,TV,Game,12,Finished Airing
Kaze no Shoujo Emily,,TV,Novel,26,Finished Airing
Lupin III: Kiri no Elusive,Lupin III: Elusiveness of the Fog,Special,Manga,1,Finished Airing
Toki wa Meguru: Tokyo Station,Passage of Time: Tokyo Station,ONA,Unknown,1,Finished Airing
Bouken Gabotenjima,Adventure on the Gaboten Island,TV,Unknown,39,Finished Airing
Kabi Usagi: Kaichuu,,ONA,Original,1,Finished Airing
Gakkou no Kaidan,Ghost Stories,TV,Book,19,Finished Airing
Tokyo Underground,Tokyo Underground,TV,Manga,26,Finished Airing
Queen&#039;s Blade: Rebellion,,TV,Other,12,Finished Airing
Ikkitousen,Ikki Tousen,TV,Manga,13,Finished Airing
Kugutsu Ai: Doura Gaiden,,OVA,Unknown,1,Finished Airing
Shuukaku no Yoru,The Harvest Night,OVA,Original,2,Finished Airing
Abunai Sisters: Koko & Mika,,OVA,Original,10,Finished Airing
Neeko ga Vtuber Shite Mita,,ONA,Web manga,4,Finished Airing
Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,,Special,Unknown,1,Finished Airing
Silent Möbius 2,,Movie,Manga,1,Finished Airing
Under World,,OVA,Unknown,1,Finished Airing
Kaibutsu Oujo: Konsui Oujo,,Special,Manga,1,Finished Airing
Nanatsu no Umi no Tico Specials,,Special,Unknown,2,Finished Airing
Kobayashi ga Kawai sugite Tsurai!!,So Cute It Hurts!!,OVA,Manga,2,Finished Airing
Inferno Cop,,ONA,Original,13,Finished Airing
Higurashi no Naku Koro ni,When They Cry,TV,Visual novel,26,Finished Airing
Sasuga no Sarutobi,Amazing Sarutobi,TV,Manga,69,Finished Airing
Suteneko Tora-chan,,Movie,Original,1,Finished Airing
Jewelpet Kira☆Deco!,,TV,Original,52,Finished Airing
Mankitsu Happening,,OVA,Visual novel,4,Finished Airing
Dragon Ball Kai (2014),Dragon Ball Z Kai: The Final Chapters,TV,Manga,61,Finished Airing
Pokemon: Mizu no Miyako no Mamorigami Latias to Latios,Pokemon Heroes,Movie,Game,1,Finished Airing
Ai Shimai: Futari no Kajitsu,Immoral Sisters,OVA,Visual novel,3,Finished Airing
Sengoku Musou: Sengoku Musou High School,,Special,Game,8,Finished Airing
Kuroko no Basket,Kuroko&#039;s Basketball,TV,Manga,25,Finished Airing
One Room Special,,Special,Original,1,Finished Airing
Elsword: Ain-ui Gieog Animation,,ONA,Game,1,Finished Airing
Chi-Sui Maru Specials,,Special,Unknown,2,Finished Airing
Shabura Rental: Ecchi na Oneesan to no Eroero Rental Obenkyou The Animation,,OVA,Visual novel,1,Finished Airing
Black Bullet: Tenchuu＊Girls,,Special,Light novel,1,Finished Airing
Nisekoi:,Nisekoi: False Love,TV,Manga,12,Finished Airing
Daimajuu Gekitou: Hagane no Oni,,OVA,Unknown,1,Finished Airing
Kimi ga Aruji de Shitsuji ga Ore de,,TV,Visual novel,13,Finished Airing
Kore wa Zombie Desu ka?,Is This a Zombie?,TV,Light novel,12,Finished Airing
Whistle! (ONA),Whistle!,ONA,Manga,0,Currently Airing
Shimajirou Hesoka,,TV,Original,101,Finished Airing
Suzuka,Suzuka,TV,Manga,26,Finished Airing
Futari no Aniyome,Destined for Love,OVA,Visual novel,2,Finished Airing
Kinkyuu Hasshin Saver Kids,Emergency Departure Rescue Kids,TV,Original,50,Finished Airing
Houkago Midnighters,After School Midnighters,Movie,Unknown,1,Finished Airing
Tetsuwan Atom: Ao Kishi no Kan,,Movie,Unknown,1,Finished Airing
Sigh,,Music,Music,1,Finished Airing
Rinne no Lagrange: Kamogawa Memoria,Lagrange: The Flower of Rin-ne Episode 00,Special,Unknown,1,Finished Airing
Tsuru Shitae Waka Kan,Anthology With Cranes,Movie,Unknown,1,Finished Airing
Nakedyouth,Naked Youth,ONA,Original,1,Finished Airing
Kotowa Jiten: Hetana Teppou mo Kazu Ucha Ataru!,,Special,Original,1,Finished Airing
Dokkiri Doctor Special,,Special,Manga,1,Finished Airing
Nagareboshi Lens,,OVA,Manga,1,Finished Airing
Peeping Life Specials,,Special,Unknown,2,Finished Airing
Hidamari Sketch x SP,Hidamari Sketch x SP,Special,4-koma manga,2,Finished Airing
Hatsune Miku: Hiyashite Narasou Okashi no Ii Oto,,ONA,Original,1,Finished Airing
Garon,,Movie,Unknown,1,Finished Airing
Tenkousei wa Uchuujin,,Music,Music,1,Finished Airing
Kure-nai,Kurenai,TV,Light novel,12,Finished Airing
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,"Problem children are coming from another world, aren&#039;t they?",TV,Light novel,10,Finished Airing
